,person,time,numeric_value,non_numeric_value,offer completed,offer received,offer viewed,transaction,total_transaction_value
70,01443a2afce54939a323c978f467c540,672,417.93,0b1e1539f2cc45b7b9fa7c272da2e1d7,155,155,155,496,12955.83
71,014899c751254a62a96ce676eb11ddc2,678,287.11,ae264e3637204a6fb9bb56bc8210ddfd,72,144,120,240,6890.64
72,0155a21497d54684a55c3bc609843768,696,7.94,,0,72,72,180,142.92000000000002
73,0157e63b39c5456393026c6c03f3d84a,558,199.65,0b1e1539f2cc45b7b9fa7c272da2e1d7,57,57,57,190,3793.35
74,015c3d28c67e46aa95e9ec97c27220e8,618,235.41,2298d6c36e964ae4a3e7e9706d1fb8c2,125,125,125,250,5885.25
75,015ef929e016415098eeae8ce59da721,708,18.28,2906b810c7d4411798c6938adc9daaa5,10,50,10,30,182.8
76,015fb0b3fbaa4aceb910fbdf272f7547,714,14.290000000000001,,0,75,60,90,214.35000000000002
77,016086228d58476599d0b47881c25509,696,83.2,0b1e1539f2cc45b7b9fa7c272da2e1d7,28,56,42,70,1164.8
78,01613170f679422a8acfa96f0f19fdf2,660,10.33,,0,48,36,60,123.96000000000001
79,01633b71b3a2457aa7d35d8bcc3afb5a,714,161.51,ae264e3637204a6fb9bb56bc8210ddfd,80,80,80,160,3230.2
80,016871ea865d4338975026ae08d221d0,576,45.79,2906b810c7d4411798c6938adc9daaa5,12,72,24,36,549.48
81,016b37032984457fb33ba2767fcc8c9f,714,55.18,,0,110,44,330,1213.96
82,016edb1d1d67477391c5337545a5d98a,678,131.05,0b1e1539f2cc45b7b9fa7c272da2e1d7,69,138,115,207,3014.15
83,017160c1cdb845d48abec3c330b4427e,618,198.09,2906b810c7d4411798c6938adc9daaa5,54,72,36,162,3565.62
84,01772eae932447f9a853461a60820dc6,600,58.28,f19421c1d4aa40978ebb69ca19b0e20d,16,64,48,128,932.48
85,01784d3e205548a594ba3fcdbdaaf17d,654,151.83,4d5c57ea9a6940dd891ad53e9dbe8da0,69,92,69,299,3492.09
86,017a93d1204f457bbe85f5e7de062b56,678,110.52,2906b810c7d4411798c6938adc9daaa5,50,125,125,325,2763.0
87,017febbe52e64ac19cf28cf0d44386e4,576,1003.4100000000001,ae264e3637204a6fb9bb56bc8210ddfd,72,144,120,240,24081.840000000004
88,01873cc8de734961949af7c04b2e9872,672,50.55,fafdcd668e3743c1bb461111dcafc2a4,28,140,112,504,1415.3999999999999
89,01887dcd32b64feb807e2436548b6c87,582,64.33,2298d6c36e964ae4a3e7e9706d1fb8c2,34,102,102,51,1093.61
90,018a49ffb8cf4812903e7c1f56fbb0b0,666,98.65,f19421c1d4aa40978ebb69ca19b0e20d,108,135,135,351,2663.55
91,018b8f83176d471db63d9733c741fc8a,552,37.04,f19421c1d4aa40978ebb69ca19b0e20d,16,16,16,16,296.32
92,01925607d99c460996c281f17cdbb9e2,576,54.620000000000005,f19421c1d4aa40978ebb69ca19b0e20d,33,44,22,22,600.82
93,0193c118afe84208b33ffeb1dcb277d8,672,6.05,,0,72,48,24,72.6
94,01956670cf414b309675aa73368b94a9,606,248.65,4d5c57ea9a6940dd891ad53e9dbe8da0,120,120,96,240,5967.6
95,0196d2062b8d4d019b8d96292266e8a4,534,61.12,0b1e1539f2cc45b7b9fa7c272da2e1d7,12,48,36,48,733.4399999999999
96,0199681637524988a14245632b8376af,618,222.96,f19421c1d4aa40978ebb69ca19b0e20d,84,84,63,210,4682.16
97,019be0c6f8fd4000b1967c7308b4bdf4,708,141.2,fafdcd668e3743c1bb461111dcafc2a4,99,165,132,693,4659.599999999999
98,019cc78d8fed432ca6df71c132c72a99,678,16.48,,0,70,28,98,230.72
99,019ed95d987446e3947da0246cdab831,576,515.0899999999999,9b98b8c7a33c4b65b9aebfe6a799e6d9,28,42,14,112,7211.259999999998
100,01a202a9021e40aeaa5451a5d134c16c,618,156.05,fafdcd668e3743c1bb461111dcafc2a4,28,56,28,84,2184.7000000000003
101,01a5e8b57bc04e0292525f3e2817fa17,504,57.1,2298d6c36e964ae4a3e7e9706d1fb8c2,10,30,30,30,571.0
102,01ab25c31f034f85bc4ac9d286fb7a76,630,644.29,fafdcd668e3743c1bb461111dcafc2a4,68,68,68,85,10952.93
103,01ac633821f0498893320b41b5b22dfc,708,251.46,ae264e3637204a6fb9bb56bc8210ddfd,135,162,108,324,6789.42
104,01b6d7e8f0884deb936a8a7f15dba895,684,162.9,4d5c57ea9a6940dd891ad53e9dbe8da0,104,130,130,312,4235.400000000001
105,01d26f638c274aa0b965d24cefe3183f,672,39.74,,0,36,12,96,476.88
106,01d7da27b8934ba1b3602a0153e4415f,666,0.0,,0,45,36,0,0.0
107,01de69b5edab4b89859ea8a7214ba35a,672,765.88,2298d6c36e964ae4a3e7e9706d1fb8c2,32,64,48,112,12254.08
108,01e09d713abe4a36a70a33fe4b40534e,690,86.25999999999999,4d5c57ea9a6940dd891ad53e9dbe8da0,22,44,11,44,948.8599999999999
109,01e57718fc6b49b2875a9c02b32905b1,714,101.19,fafdcd668e3743c1bb461111dcafc2a4,23,92,69,345,2327.37
110,01e8739670a042b3877f8e843bdf55a7,636,181.16,fafdcd668e3743c1bb461111dcafc2a4,36,90,54,144,3260.88
111,01e91c5bc14148b2a4de0ce819e4c500,612,13.08,f19421c1d4aa40978ebb69ca19b0e20d,20,120,80,180,261.6
112,01e97a4633bf4963838a4aa9ed1dce3e,690,17.96,,0,85,68,136,305.32
113,01ef4c6618b64334a15914ff9963eaac,522,135.57999999999998,2298d6c36e964ae4a3e7e9706d1fb8c2,24,48,12,60,1626.9599999999998
114,01f33ff554d0443a9841adfd66d253f6,702,53.92,2906b810c7d4411798c6938adc9daaa5,10,40,20,30,539.2
115,01f46a5191424005af436cdf48a5da7c,618,166.59,9b98b8c7a33c4b65b9aebfe6a799e6d9,28,28,28,112,2332.26
116,01f663b988964a4caca8b19abecb551d,612,97.64,fafdcd668e3743c1bb461111dcafc2a4,28,56,42,70,1366.96
117,01fe5ec668f241608eb2f7ec374cb1b7,708,161.89,,0,12,12,120,1942.6799999999998
118,01ff6c5d8d014dbd8c120e2b43a065ea,666,139.41,2906b810c7d4411798c6938adc9daaa5,92,138,92,207,3206.43
119,0200f61c69da4c2ea078842cdaf234e6,702,195.01,4d5c57ea9a6940dd891ad53e9dbe8da0,150,150,100,225,4875.25
120,020354b1aea342cbaa018993f68fba68,666,7.67,2298d6c36e964ae4a3e7e9706d1fb8c2,13,65,65,26,99.71
121,0206e1388c34454caba2b7fce3123943,420,71.95,4d5c57ea9a6940dd891ad53e9dbe8da0,28,56,56,56,1007.3000000000001
122,020be6e9805649858595dfbaab15ccd7,714,44.69,9b98b8c7a33c4b65b9aebfe6a799e6d9,84,168,84,448,1251.32
123,020be8b0fafa446ebcce6449b20bc92c,714,34.879999999999995,9b98b8c7a33c4b65b9aebfe6a799e6d9,19,95,38,209,662.7199999999999
124,020c2d7b3d1b4d24b9502626b2d7ef46,648,20.94,,0,52,39,78,272.22
125,020cd0f8047142e18a754303f9337d53,636,232.9,fafdcd668e3743c1bb461111dcafc2a4,108,135,135,351,6288.3
126,020d3a52b9ce432ea5f98fc58e9bfcc4,624,16.93,,0,36,36,72,203.16
127,020d72e77c704c42bb0a858c1aaa3bcd,672,252.14,4d5c57ea9a6940dd891ad53e9dbe8da0,93,155,155,558,7816.339999999999
128,0215efe5136d4a038cb81eae92d59368,696,767.29,fafdcd668e3743c1bb461111dcafc2a4,108,135,135,351,20716.829999999998
129,021616b8deea46438e3badc7fca5894d,522,218.51,4d5c57ea9a6940dd891ad53e9dbe8da0,63,63,63,252,4588.71
130,0217c4393fd54e74a523b63c0fcc3da5,666,230.21,ae264e3637204a6fb9bb56bc8210ddfd,96,96,72,312,5525.04
131,0218964095c94da0bfac44cf40c9343f,648,223.70000000000002,fafdcd668e3743c1bb461111dcafc2a4,16,48,48,144,3579.2000000000003
132,021adce38ab34ede96422ae107643fd5,606,247.26,2906b810c7d4411798c6938adc9daaa5,87,174,174,406,7170.54
133,021c1940868647efbcb40ccdb942813b,714,86.28,9b98b8c7a33c4b65b9aebfe6a799e6d9,110,132,132,110,1898.16
134,0222d267445f4f078bc325224e471766,714,23.17,fafdcd668e3743c1bb461111dcafc2a4,36,72,36,180,417.06000000000006
135,0223ed57fef54575ac0b256937dc68fa,564,14.8,,0,90,72,162,266.40000000000003
136,0225045e245f4b7289cc55c0b5870ae2,708,59.09,fafdcd668e3743c1bb461111dcafc2a4,45,75,45,60,886.35
137,022f5553a0704b53ba26f2d23cb1234d,714,371.91,fafdcd668e3743c1bb461111dcafc2a4,180,180,108,828,13388.76
138,0231c913a51e420783be6bdeb75aa842,666,34.01,2298d6c36e964ae4a3e7e9706d1fb8c2,63,105,105,168,714.2099999999999
139,023411b8a45a4715979dae6cec425a8b,660,21.57,2298d6c36e964ae4a3e7e9706d1fb8c2,22,132,110,220,474.54
140,023a42cf62f742b795a975d56955e220,714,50.09,fafdcd668e3743c1bb461111dcafc2a4,56,112,112,504,1402.52
141,023fd15e56184ec19e23ed5a31c87543,678,28.0,,0,52,26,91,364.0
142,024218e67fa549a4a0a99b32b7b6fbf9,630,193.38,2298d6c36e964ae4a3e7e9706d1fb8c2,92,92,92,253,4447.74
143,0246e7cc7a3d4a98a940cb13776b5b55,714,47.45,fafdcd668e3743c1bb461111dcafc2a4,54,135,108,432,1281.15
144,0246f8fdf0b64014a98822b70231c58d,624,89.37,9b98b8c7a33c4b65b9aebfe6a799e6d9,32,96,64,64,1429.92
145,0247953d899b4a99acab74fa0a807c0f,618,22.650000000000002,,0,90,54,180,407.70000000000005
146,0251876076024444864473545adce065,594,27.9,9b98b8c7a33c4b65b9aebfe6a799e6d9,46,92,69,322,641.6999999999999
147,0252aa6f0dee4585ba886945c60f48f5,648,10.36,,0,78,78,13,134.68
148,02557fafcf334c30a22c312c5647f71a,600,17.18,,0,84,28,84,240.51999999999998
149,026876bc8c6a4e0c8e330342c92cc844,600,26.38,0b1e1539f2cc45b7b9fa7c272da2e1d7,11,55,44,11,290.18
150,027561a162a54d86b6d45af5071c4d27,576,9.34,9b98b8c7a33c4b65b9aebfe6a799e6d9,16,96,96,48,149.44
151,027596e6ed19471392923eb833b25fd3,606,14.86,fafdcd668e3743c1bb461111dcafc2a4,13,52,26,78,193.18
152,02765747959045a0a7c452888b2f31eb,648,49.29,,0,48,36,60,591.48
153,0276c9a3092d4f79a29d61a1462f9b4d,684,204.49,2906b810c7d4411798c6938adc9daaa5,96,96,96,288,4907.76
154,027c18923c0146e58ccd615f6a62d82f,672,24.55,2906b810c7d4411798c6938adc9daaa5,16,32,32,176,392.8
155,02865fee714e466e99f9bb7a7203887b,696,18.95,9b98b8c7a33c4b65b9aebfe6a799e6d9,13,65,26,65,246.35
156,028a12f0ee584455850300886174f3d7,648,72.4,2906b810c7d4411798c6938adc9daaa5,11,44,33,33,796.4000000000001
157,028c88a958e54c36a31c4800fd6e887b,630,372.02,2298d6c36e964ae4a3e7e9706d1fb8c2,135,135,81,378,10044.539999999999
158,0295719cd357460cbab54f2392b01d19,714,34.1,9b98b8c7a33c4b65b9aebfe6a799e6d9,40,100,60,200,682.0
159,029e063479234fb1b6c8727c3d45de62,522,69.77000000000001,ae264e3637204a6fb9bb56bc8210ddfd,10,40,20,30,697.7
160,02a00d256444415da8460cd2a3457ea7,702,22.3,2906b810c7d4411798c6938adc9daaa5,24,36,24,60,267.6
161,02a3aa431c1047be8eafec3dcd6b5fd0,624,114.77000000000001,0b1e1539f2cc45b7b9fa7c272da2e1d7,72,72,72,108,2065.86
162,02a458e1233342b79caff81edbcc30a9,618,53.69,4d5c57ea9a6940dd891ad53e9dbe8da0,51,102,102,34,912.73
163,02abd909ebc94aca8766f3f0ee39db80,702,126.42,9b98b8c7a33c4b65b9aebfe6a799e6d9,54,72,54,144,2275.56
164,02b148f44eee4b9ca7487371472a6781,690,29.23,2298d6c36e964ae4a3e7e9706d1fb8c2,46,115,69,299,672.29
165,02b5aa5725f94bcb94ca58208015b7bc,660,39.91,2298d6c36e964ae4a3e7e9706d1fb8c2,42,84,42,273,838.1099999999999
166,02b6895b3cab4f79a116bddc1c70b5c3,690,47.81,fafdcd668e3743c1bb461111dcafc2a4,22,66,44,352,1051.8200000000002
167,02b7a80a321c4b078af92d494cc0f012,678,400.15999999999997,4d5c57ea9a6940dd891ad53e9dbe8da0,20,80,80,220,8003.199999999999
168,02ba8c272f284139abef53e0290bfb67,600,91.81,0b1e1539f2cc45b7b9fa7c272da2e1d7,39,52,26,52,1193.53
169,02c083884c7d45b39cc68e1314fec56c,420,29.89,,0,26,13,130,388.57
170,02c6daf74a49491ca397f105ef944784,534,78.94,2906b810c7d4411798c6938adc9daaa5,6,6,6,18,473.64
171,02c89861ce2c4010bf4ed63f6f6d5df3,612,261.71,0b1e1539f2cc45b7b9fa7c272da2e1d7,140,140,140,364,7327.879999999999
172,02c8c9806a8c44f792a218fb2e8756b3,660,21.93,9b98b8c7a33c4b65b9aebfe6a799e6d9,14,70,56,56,307.02
173,02d206df55d54efda515783e1c525e8d,696,4.43,,0,32,16,16,35.44
174,02d2c404f19440ff9038c0d60a695cbd,624,19.529999999999998,,0,22,22,77,214.82999999999998
175,02db8af535e54416a01aff51836d166f,648,0.61,,0,35,7,7,4.27
176,02dd040b77914163b1fd02efc3976d55,708,181.82,f19421c1d4aa40978ebb69ca19b0e20d,135,135,135,324,4909.139999999999
177,02e2211319524b9e8bd09794d00d8513,660,65.97,2298d6c36e964ae4a3e7e9706d1fb8c2,48,96,72,360,1583.28
178,02e4c9dff62e4857a429a4be3ba73ed0,684,48.86,0b1e1539f2cc45b7b9fa7c272da2e1d7,78,156,78,364,1270.36
179,02e5396559f94469b6d03e40d85830c7,630,206.25,4d5c57ea9a6940dd891ad53e9dbe8da0,40,100,100,160,4125.0
180,02e6dbe7c694441a88f9160b6b0e1a35,558,148.87,4d5c57ea9a6940dd891ad53e9dbe8da0,18,54,54,198,2679.66
181,02e6dd10b22c43fcb5a2dfc0038dac22,660,42.480000000000004,9b98b8c7a33c4b65b9aebfe6a799e6d9,36,54,36,198,764.6400000000001
182,02eba2268a3640bb8e85880e12617c5f,666,188.97,fafdcd668e3743c1bb461111dcafc2a4,69,115,69,276,4346.31
183,02efe2a67be247a686f79ba1cbce42f1,684,262.09,9b98b8c7a33c4b65b9aebfe6a799e6d9,63,84,84,210,5503.889999999999
184,02efe413dd194069ab58abde38ab5e02,714,182.29000000000002,2906b810c7d4411798c6938adc9daaa5,39,39,13,78,2369.7700000000004
185,02f446e152254ab7b01e29698932dd01,666,19.240000000000002,2298d6c36e964ae4a3e7e9706d1fb8c2,14,56,28,98,269.36
186,02f638a6c98241c98b24a06ca489aac0,690,17.64,,0,52,52,65,229.32
187,02f77bb76ed14d28a05e23b3e00aeb9b,600,15.82,,0,65,52,52,205.66
188,03019e49a5164723ae527bbd6949e0c1,696,164.47,fafdcd668e3743c1bb461111dcafc2a4,57,76,76,152,3124.93
189,0305b52a24744a9bb660bffc6b39e884,696,127.31,ae264e3637204a6fb9bb56bc8210ddfd,32,96,32,96,2036.96
190,030c30c1955f4a17be09b692caf5ec5f,714,66.08,f19421c1d4aa40978ebb69ca19b0e20d,52,130,78,416,1718.08
191,03118ab70a404fada1a433cd6abaa491,714,318.21,f19421c1d4aa40978ebb69ca19b0e20d,54,108,81,486,8591.67
192,031387fa9cfd47e88f4e4b4b4cb71925,594,0.0,,0,50,50,0,0.0
193,03257d4fcb6641aebaa46d5605d205ca,630,207.63,2906b810c7d4411798c6938adc9daaa5,75,125,125,300,5190.75
194,032aaa79b15e4103a9e91a786d416734,678,149.24,fafdcd668e3743c1bb461111dcafc2a4,72,120,120,264,3581.76
195,0335d274249f4eb6b3c51527f02a3216,642,244.02,fafdcd668e3743c1bb461111dcafc2a4,180,180,180,360,7320.6
196,03361f5f681e46ad97796d52caf9afa2,696,18.72,2298d6c36e964ae4a3e7e9706d1fb8c2,17,51,34,187,318.24
197,03374e3f14564b36a7138154ed8c194a,672,26.21,,0,42,28,126,366.94
198,033bf5269a494dd787e5e9f4a45b843c,582,53.74,fafdcd668e3743c1bb461111dcafc2a4,42,70,56,28,752.36
199,033d0a511a5c452ea2be37a23f8c6dcb,606,112.24,fafdcd668e3743c1bb461111dcafc2a4,11,33,22,55,1234.6399999999999
200,033f0ee2250e475b87f70115e7895957,504,90.43,2298d6c36e964ae4a3e7e9706d1fb8c2,8,16,16,24,723.44
201,033fed8bb1504885b866429db25543a0,588,89.98,2906b810c7d4411798c6938adc9daaa5,45,75,60,45,1349.7
202,0340f0361285411ab60a24823b020112,582,20.65,,0,75,45,105,309.75
203,0342c7c449a84440b3f7a80ad095761a,714,245.22,4d5c57ea9a6940dd891ad53e9dbe8da0,84,112,112,476,6866.16
204,0345b2da6507473ca4400ed84dc6725a,618,39.45,fafdcd668e3743c1bb461111dcafc2a4,44,88,66,286,867.9000000000001
205,034946bd82b34a219b556a47f1200828,552,22.13,f19421c1d4aa40978ebb69ca19b0e20d,22,44,33,22,243.42999999999998
206,034b962ed61d4da1bb0baaec84cc2e85,642,139.53,fafdcd668e3743c1bb461111dcafc2a4,84,105,84,168,2930.13
207,034ce97360c6485ab990d903343f9f08,618,22.57,2298d6c36e964ae4a3e7e9706d1fb8c2,30,75,45,75,338.55
208,034dcdec0a0547a19d77dcf2bc8ecc48,576,11.37,,0,60,30,10,113.69999999999999
209,03533ca5a4244ca3ac48b9c8ccba8332,648,17.07,fafdcd668e3743c1bb461111dcafc2a4,17,68,68,136,290.19
210,0355c6a5fdbc429ea5b05e8a9ecd2eae,714,109.09,0b1e1539f2cc45b7b9fa7c272da2e1d7,64,80,16,96,1745.44
211,03566626393f43a88c55de21c61761d0,570,5.449999999999999,,0,32,8,24,43.599999999999994
212,03568fe0e51b41a9bd752ec8be307ba5,576,71.82,4d5c57ea9a6940dd891ad53e9dbe8da0,22,33,22,44,790.02
213,03575a43a3da4691998de01fff617f99,714,201.29,f19421c1d4aa40978ebb69ca19b0e20d,57,76,76,152,3824.5099999999998
214,035d5aa3c23a4059ae663b4c07aa26ce,702,261.95,ae264e3637204a6fb9bb56bc8210ddfd,69,92,92,276,6024.849999999999
215,03637e48ffda4bf9b73b079d03c0bbe3,648,98.99000000000001,2298d6c36e964ae4a3e7e9706d1fb8c2,69,138,138,184,2276.7700000000004
216,03659e112e884f38afa963dcb243c6a6,618,6.34,,0,70,56,70,88.75999999999999
217,03676dc08a0a4899b0af5030bb6da6f5,654,97.63,fafdcd668e3743c1bb461111dcafc2a4,10,20,20,50,976.3
218,036c34e6a32a463db11ebb398a8719b6,600,19.03,,0,36,24,84,228.36
219,036e4bedca2045afad50fda2d3b505ab,588,24.85,2906b810c7d4411798c6938adc9daaa5,30,90,90,15,372.75
220,036f1e5cca91478685c8cef24cc8b076,660,14.81,9b98b8c7a33c4b65b9aebfe6a799e6d9,13,52,26,78,192.53
221,03716dbf46394867ba126ebe1ebc202e,576,3.47,,0,60,48,36,41.64
